Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,355378,-,-,-,51.49,-0.14,0,11,0,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,GHI,DNI,DHI,Temperature,Wind Speed,Wind Direction,Pressure,Surface Albedo,Dew Point
2016,1,1,0,30,0,0,0,3.6,2.6,254,1018,0.1,3.3000000000000003
2016,1,1,1,30,0,0,0,3.1,2.1,263,1019,0.1,3.1
2016,1,1,2,30,0,0,0,3,1.6,275,1019,0.1,3
2016,1,1,3,30,0,0,0,3.3000000000000003,1.1,295,1020,0.1,3
2016,1,1,4,30,0,0,0,3.6,0.5,259,1020,0.1,3
2016,1,1,5,30,0,0,0,3.7,1,99,1020,0.1,3
2016,1,1,6,30,0,0,0,3.8000000000000003,1.7000000000000002,111,1020,0.1,3.1
2016,1,1,7,30,0,0,0,4,2.2,113,1020,0.1,3.3000000000000003
2016,1,1,8,30,0,0,0,4.3,2.9000000000000004,115,1020,0.1,3.4000000000000004
2016,1,1,9,30,12,0,12,5,3.5,119,1019,0.1,3.7
2016,1,1,10,30,5,0,5,5.800000000000001,3.8000000000000003,122,1018,0.1,4
2016,1,1,11,30,47,1,47,6.7,4,125,1017,0.1,4.5
2016,1,1,12,30,25,0,25,7.2,4.3,126,1016,0.1,4.9
2016,1,1,13,30,14,0,14,7.1000000000000005,4.6000000000000005,126,1014,0.1,5
2016,1,1,14,30,3,0,3,6.9,4.9,126,1013,0.1,5.300000000000001
2016,1,1,15,30,7,0,7,6.9,5.1000000000000005,127,1012,0.1,5.800000000000001
2016,1,1,16,30,0,0,0,7.1000000000000005,5.2,130,1011,0.1,6.300000000000001
2016,1,1,17,30,0,0,0,7.4,5.300000000000001,130,1010,0.1,6.7
2016,1,1,18,30,0,0,0,7.5,5.800000000000001,131,1009,0.1,6.800000000000001
2016,1,1,19,30,0,0,0,7.4,6.4,132,1008,0.1,6.6000000000000005
2016,1,1,20,30,0,0,0,7.2,6.800000000000001,132,1006,0.1,6.300000000000001
2016,1,1,21,30,0,0,0,7,6.9,134,1005,0.1,6
2016,1,1,22,30,0,0,0,6.9,6.800000000000001,135,1004,0.1,5.9
2016,1,1,23,30,0,0,0,7,6.4,135,1002,0.1,6
2016,1,2,0,30,0,0,0,7.2,6,136,1001,0.1,6.300000000000001
2016,1,2,1,30,0,0,0,7.5,5.6000000000000005,138,1000,0.1,6.7
2016,1,2,2,30,0,0,0,7.800000000000001,5.4,140,1000,0.1,7
2016,1,2,3,30,0,0,0,8,5.4,142,999,0.1,7.4
2016,1,2,4,30,0,0,0,8.200000000000001,5.5,145,998,0.1,7.6000000000000005
2016,1,2,5,30,0,0,0,8.4,5.7,147,997,0.1,7.7
2016,1,2,6,30,0,0,0,8.5,5.9,150,997,0.1,7.800000000000001
2016,1,2,7,30,0,0,0,8.700000000000001,5.9,152,996,0.1,7.800000000000001
2016,1,2,8,30,0,0,0,8.9,6,153,996,0.1,7.800000000000001
2016,1,2,9,30,9,0,9,9.3,6.2,154,996,0.1,8.1
2016,1,2,10,30,6,0,6,9.600000000000001,6.2,155,996,0.1,8.200000000000001
2016,1,2,11,30,8,0,8,9.700000000000001,6.2,152,995,0.1,8.3
2016,1,2,12,30,9,0,9,9.8,6.1000000000000005,147,994,0.1,8.4
2016,1,2,13,30,20,0,20,9.8,5.7,142,993,0.1,8.6
2016,1,2,14,30,18,0,18,9.9,4.7,142,993,0.1,8.9
2016,1,2,15,30,5,0,5,9.9,3.4000000000000004,152,993,0.1,9.200000000000001
2016,1,2,16,30,0,0,0,9.8,2.3000000000000003,182,993,0.1,9.4
2016,1,2,17,30,0,0,0,9.8,2.3000000000000003,227,993,0.1,9.5
2016,1,2,18,30,0,0,0,9.600000000000001,3.5,251,994,0.1,9.3
2016,1,2,19,30,0,0,0,9.5,5,258,995,0.1,9
2016,1,2,20,30,0,0,0,9.3,5.5,259,996,0.1,8.700000000000001
2016,1,2,21,30,0,0,0,9.1,5.4,258,997,0.1,8.5
2016,1,2,22,30,0,0,0,9,5.4,256,998,0.1,8.4
2016,1,2,23,30,0,0,0,8.9,5.5,253,998,0.1,8.200000000000001
2016,1,3,0,30,0,0,0,8.5,5.7,251,999,0.1,7.9
2016,1,3,1,30,0,0,0,7.9,5.9,250,999,0.1,7.2
2016,1,3,2,30,0,0,0,7.1000000000000005,5.6000000000000005,247,1000,0.1,6.2
2016,1,3,3,30,0,0,0,5.9,4.7,240,999,0.1,5
2016,1,3,4,30,0,0,0,4.9,3.6,226,999,0.1,4.1000000000000005
2016,1,3,5,30,0,0,0,4.9,3.2,205,998,0.1,3.8000000000000003
2016,1,3,6,30,0,0,0,5.6000000000000005,3.4000000000000004,185,997,0.1,4.4
2016,1,3,7,30,0,0,0,6.7,4.2,172,996,0.1,5.5
2016,1,3,8,30,0,0,0,7.6000000000000005,5.1000000000000005,164,995,0.1,6.5
2016,1,3,9,30,4,0,4,8.1,6.1000000000000005,158,993,0.1,7.2
2016,1,3,10,30,4,0,4,8,7.4,154,991,0.1,7.2
2016,1,3,11,30,4,0,4,7.7,8.200000000000001,156,988,0.1,6.7
2016,1,3,12,30,5,0,5,7.5,8.1,161,986,0.1,6.5
2016,1,3,13,30,6,0,6,7.6000000000000005,7.2,168,984,0.1,6.6000000000000005
2016,1,3,14,30,3,0,3,8.1,5.5,177,983,0.1,7.2
2016,1,3,15,30,6,0,6,8.3,3.6,193,982,0.1,7.7
2016,1,3,16,30,0,0,0,7.6000000000000005,2.3000000000000003,213,982,0.1,7.4
2016,1,3,17,30,0,0,0,6.6000000000000005,1.9000000000000001,226,982,0.1,6.6000000000000005
2016,1,3,18,30,0,0,0,6.2,2,227,983,0.1,6.2
2016,1,3,19,30,0,0,0,6.2,2.2,224,983,0.1,6.2
2016,1,3,20,30,0,0,0,6.4,2.7,222,982,0.1,6.2
2016,1,3,21,30,0,0,0,6.5,2.9000000000000004,220,982,0.1,6.2
2016,1,3,22,30,0,0,0,6.4,2.9000000000000004,216,982,0.1,6.1000000000000005
2016,1,3,23,30,0,0,0,6.4,2.8000000000000003,212,982,0.1,6.1000000000000005
2016,1,4,0,30,0,0,0,6.4,2.8000000000000003,211,981,0.1,6
2016,1,4,1,30,0,0,0,6.4,2.8000000000000003,211,981,0.1,6
2016,1,4,2,30,0,0,0,6.300000000000001,2.8000000000000003,213,981,0.1,6
2016,1,4,3,30,0,0,0,6.300000000000001,2.8000000000000003,217,981,0.1,5.9
2016,1,4,4,30,0,0,0,6.4,2.7,220,981,0.1,5.9
2016,1,4,5,30,0,0,0,6.5,2.7,218,981,0.1,6
2016,1,4,6,30,0,0,0,6.5,2.9000000000000004,216,981,0.1,6.1000000000000005
2016,1,4,7,30,0,0,0,6.5,3.1,210,981,0.1,6.1000000000000005
2016,1,4,8,30,0,0,0,6.9,3.5,203,981,0.1,6.300000000000001
2016,1,4,9,30,11,0,11,7.7,3.8000000000000003,197,981,0.1,6.800000000000001
2016,1,4,10,30,51,0,51,8.3,4.2,192,981,0.1,7.300000000000001
2016,1,4,11,30,194,289,119,8.3,4.800000000000001,195,980,0.1,7.2
2016,1,4,12,30,5,0,5,8.3,4.6000000000000005,200,980,0.1,7.2
2016,1,4,13,30,4,0,4,8.700000000000001,4.2,206,980,0.1,7.6000000000000005
2016,1,4,14,30,80,3,80,8.8,3.9000000000000004,212,980,0.1,7.6000000000000005
2016,1,4,15,30,11,0,11,8.3,3.8000000000000003,215,980,0.1,7.300000000000001
2016,1,4,16,30,0,0,0,8,3.6,213,980,0.1,7.2
2016,1,4,17,30,0,0,0,7.7,3.5,207,980,0.1,7.1000000000000005
2016,1,4,18,30,0,0,0,7.6000000000000005,3.6,200,981,0.1,6.9
2016,1,4,19,30,0,0,0,7.5,4,193,981,0.1,6.800000000000001
2016,1,4,20,30,0,0,0,7.6000000000000005,4.6000000000000005,192,980,0.1,6.800000000000001
2016,1,4,21,30,0,0,0,8,4.9,196,980,0.1,6.9
2016,1,4,22,30,0,0,0,8.3,4.800000000000001,200,980,0.1,7.2
2016,1,4,23,30,0,0,0,8.200000000000001,4.5,199,980,0.1,7.300000000000001
2016,1,5,0,30,0,0,0,7.800000000000001,4.1000000000000005,193,980,0.1,7.1000000000000005
2016,1,5,1,30,0,0,0,7.5,3.8000000000000003,184,980,0.1,6.9
2016,1,5,2,30,0,0,0,7.5,3.8000000000000003,179,980,0.1,6.9
2016,1,5,3,30,0,0,0,7.6000000000000005,3.8000000000000003,176,980,0.1,7
2016,1,5,4,30,0,0,0,7.5,3.4000000000000004,172,980,0.1,7
2016,1,5,5,30,0,0,0,7.6000000000000005,3,170,980,0.1,7.1000000000000005
2016,1,5,6,30,0,0,0,7.6000000000000005,2.6,172,980,0.1,7.2
2016,1,5,7,30,0,0,0,7.6000000000000005,2.1,173,980,0.1,7.1000000000000005
2016,1,5,8,30,0,0,0,7.7,1.8,178,981,0.1,7.2
2016,1,5,9,30,10,0,10,8.3,1.9000000000000001,186,981,0.1,7.5
2016,1,5,10,30,30,0,30,9,2.1,197,982,0.1,7.9
2016,1,5,11,30,140,39,130,9.5,2.2,205,982,0.1,8
2016,1,5,12,30,162,89,138,9.600000000000001,2.2,208,982,0.1,7.800000000000001
2016,1,5,13,30,166,126,135,9.4,1.9000000000000001,206,983,0.1,7.800000000000001
2016,1,5,14,30,15,0,15,8.9,1.4000000000000001,204,983,0.1,7.9
2016,1,5,15,30,7,0,7,8,1.1,203,983,0.1,7.4
2016,1,5,16,30,0,0,0,7.4,1,203,984,0.1,6.9
2016,1,5,17,30,0,0,0,7.2,1,207,985,0.1,6.7
2016,1,5,18,30,0,0,0,6.9,0.9,213,985,0.1,6.5
2016,1,5,19,30,0,0,0,6.6000000000000005,0.9,219,986,0.1,6.4
2016,1,5,20,30,0,0,0,6.5,0.8,226,986,0.1,6.2
2016,1,5,21,30,0,0,0,6.300000000000001,0.7000000000000001,234,987,0.1,6.1000000000000005
2016,1,5,22,30,0,0,0,6.4,0.7000000000000001,244,987,0.1,6
2016,1,5,23,30,0,0,0,6.4,0.7000000000000001,253,988,0.1,5.9
2016,1,6,0,30,0,0,0,6.2,0.5,266,988,0.1,5.800000000000001
2016,1,6,1,30,0,0,0,6,0.4,291,988,0.1,5.5
2016,1,6,2,30,0,0,0,5.7,0.5,315,989,0.1,5.300000000000001
2016,1,6,3,30,0,0,0,5.5,0.6000000000000001,328,989,0.1,5
2016,1,6,4,30,0,0,0,5.4,0.8,337,990,0.1,5
2016,1,6,5,30,0,0,0,5.5,1,341,991,0.1,5
2016,1,6,6,30,0,0,0,5.6000000000000005,1.1,340,991,0.1,5.1000000000000005
2016,1,6,7,30,0,0,0,5.7,1.1,341,992,0.1,5.2
2016,1,6,8,30,0,0,0,6.2,1.1,346,992,0.1,5.4
2016,1,6,9,30,12,0,12,6.9,1.4000000000000001,343,993,0.1,6.1000000000000005
2016,1,6,10,30,6,0,6,7.4,1.6,334,994,0.1,6.1000000000000005
2016,1,6,11,30,22,0,22,7.800000000000001,1.6,328,994,0.1,6.300000000000001
2016,1,6,12,30,57,0,57,8.1,1.5,318,994,0.1,6.2
2016,1,6,13,30,16,0,16,8.1,1.3,305,994,0.1,6
2016,1,6,14,30,21,0,21,7.7,0.9,292,994,0.1,6
2016,1,6,15,30,7,0,7,7.1000000000000005,0.5,267,994,0.1,6.1000000000000005
2016,1,6,16,30,0,0,0,6.7,0.5,226,994,0.1,5.300000000000001
2016,1,6,17,30,0,0,0,6.4,0.7000000000000001,196,994,0.1,5.4
2016,1,6,18,30,0,0,0,6.4,1,181,994,0.1,5.5
2016,1,6,19,30,0,0,0,6.4,1.5,170,993,0.1,5.5
2016,1,6,20,30,0,0,0,6.4,2.2,163,992,0.1,5.4
2016,1,6,21,30,0,0,0,6.300000000000001,2.9000000000000004,159,991,0.1,5.5
2016,1,6,22,30,0,0,0,6.2,3.2,153,990,0.1,5.7
2016,1,6,23,30,0,0,0,6.5,3.7,153,989,0.1,5.800000000000001
2016,1,7,0,30,0,0,0,6.800000000000001,4.2,154,988,0.1,6
2016,1,7,1,30,0,0,0,6.9,4.5,152,987,0.1,6.2
2016,1,7,2,30,0,0,0,6.9,4.9,149,985,0.1,6.2
2016,1,7,3,30,0,0,0,6.800000000000001,5.5,147,984,0.1,6.2
2016,1,7,4,30,0,0,0,6.4,6.300000000000001,148,982,0.1,5.800000000000001
2016,1,7,5,30,0,0,0,6,6.6000000000000005,148,981,0.1,5.2
2016,1,7,6,30,0,0,0,6.1000000000000005,6.4,150,980,0.1,5.2
2016,1,7,7,30,0,0,0,6.6000000000000005,5.6000000000000005,162,979,0.1,5.6000000000000005
2016,1,7,8,30,0,0,0,7.6000000000000005,4.6000000000000005,199,978,0.1,6.6000000000000005
2016,1,7,9,30,8,0,8,8.3,5.6000000000000005,248,979,0.1,7.300000000000001
2016,1,7,10,30,6,0,6,8,7.300000000000001,267,980,0.1,6.4
2016,1,7,11,30,5,0,5,8,8,277,982,0.1,5.300000000000001
2016,1,7,12,30,33,0,33,8,8.1,282,984,0.1,4.5
2016,1,7,13,30,44,0,44,7.800000000000001,8.1,283,986,0.1,3.7
2016,1,7,14,30,154,492,60,7.1000000000000005,7.6000000000000005,281,988,0.1,2.9000000000000004
2016,1,7,15,30,63,256,39,6.1000000000000005,6.9,276,989,0.1,2.6
2016,1,7,16,30,0,0,0,5.2,6.4,272,991,0.1,2.5
2016,1,7,17,30,0,0,0,4.7,6,268,992,0.1,2.4000000000000004
2016,1,7,18,30,0,0,0,4.3,5.6000000000000005,264,993,0.1,2.2
2016,1,7,19,30,0,0,0,3.7,5.1000000000000005,259,994,0.1,2
2016,1,7,20,30,0,0,0,2.9000000000000004,4.4,252,995,0.1,1.8
2016,1,7,21,30,0,0,0,2.4000000000000004,4.2,246,996,0.1,1.7000000000000002
2016,1,7,22,30,0,0,0,2.2,4.2,246,996,0.1,1.7000000000000002
2016,1,7,23,30,0,0,0,2,4.1000000000000005,246,997,0.1,1.6
2016,1,8,0,30,0,0,0,1.8,3.9000000000000004,245,998,0.1,1.6
2016,1,8,1,30,0,0,0,1.7000000000000002,3.5,244,998,0.1,1.6
2016,1,8,2,30,0,0,0,1.6,3.2,242,998,0.1,1.6
2016,1,8,3,30,0,0,0,1.6,2.9000000000000004,238,998,0.1,1.6
2016,1,8,4,30,0,0,0,1.7000000000000002,2.7,229,998,0.1,1.7000000000000002
2016,1,8,5,30,0,0,0,1.9000000000000001,2.6,221,998,0.1,1.9000000000000001
2016,1,8,6,30,0,0,0,2.3000000000000003,2.7,213,998,0.1,2.3000000000000003
2016,1,8,7,30,0,0,0,2.9000000000000004,2.9000000000000004,208,998,0.1,2.6
2016,1,8,8,30,0,0,0,4,3.2,203,998,0.1,3.2
2016,1,8,9,30,8,0,8,6,3.9000000000000004,198,998,0.1,4.3
2016,1,8,10,30,6,0,6,7.6000000000000005,4.1000000000000005,195,997,0.1,5.300000000000001
2016,1,8,11,30,102,2,101,8.700000000000001,4.4,197,997,0.1,6
2016,1,8,12,30,38,0,38,9.1,4.5,202,996,0.1,6.1000000000000005
2016,1,8,13,30,8,0,8,8.9,3.9000000000000004,204,996,0.1,6.2
2016,1,8,14,30,6,0,6,8,3.1,202,995,0.1,6.2
2016,1,8,15,30,9,0,9,6.5,2.4000000000000004,199,996,0.1,5.9
2016,1,8,16,30,0,0,0,5.800000000000001,2.6,199,996,0.1,5.7
2016,1,8,17,30,0,0,0,6.1000000000000005,2.8000000000000003,199,996,0.1,5.800000000000001
2016,1,8,18,30,0,0,0,6.4,3,197,996,0.1,6.1000000000000005
2016,1,8,19,30,0,0,0,6.800000000000001,3.2,194,996,0.1,6.4
2016,1,8,20,30,0,0,0,7.2,3.5,192,996,0.1,6.7
2016,1,8,21,30,0,0,0,7.6000000000000005,3.8000000000000003,195,996,0.1,7
2016,1,8,22,30,0,0,0,7.9,4.2,203,995,0.1,7.300000000000001
2016,1,8,23,30,0,0,0,8.1,4.2,205,995,0.1,7.5
2016,1,9,0,30,0,0,0,8,4,202,995,0.1,7.5
2016,1,9,1,30,0,0,0,7.9,4,200,995,0.1,7.300000000000001
2016,1,9,2,30,0,0,0,7.7,3.7,195,994,0.1,7.1000000000000005
2016,1,9,3,30,0,0,0,7.6000000000000005,3.8000000000000003,189,994,0.1,7.1000000000000005
2016,1,9,4,30,0,0,0,7.4,3.8000000000000003,185,993,0.1,7
2016,1,9,5,30,0,0,0,7.2,3.7,184,993,0.1,6.9
2016,1,9,6,30,0,0,0,7.2,3.8000000000000003,183,992,0.1,6.9
2016,1,9,7,30,0,0,0,7.4,3.9000000000000004,179,992,0.1,7
2016,1,9,8,30,0,0,0,7.800000000000001,4.1000000000000005,175,992,0.1,7.2
2016,1,9,9,30,11,0,11,8.3,4.3,173,992,0.1,7.7
2016,1,9,10,30,4,0,4,8.9,4.6000000000000005,173,991,0.1,8.1
2016,1,9,11,30,38,0,38,9.4,5.300000000000001,177,990,0.1,8.4
2016,1,9,12,30,14,0,14,10,5.9,182,989,0.1,8.700000000000001
2016,1,9,13,30,23,0,23,10.200000000000001,6.300000000000001,186,988,0.1,8.700000000000001
2016,1,9,14,30,4,0,4,9.9,6.4,187,987,0.1,8.5
2016,1,9,15,30,12,0,12,9.5,6.300000000000001,182,986,0.1,8.200000000000001
2016,1,9,16,30,0,0,0,9.200000000000001,6.6000000000000005,173,985,0.1,8.1
2016,1,9,17,30,0,0,0,9.3,7.7,169,983,0.1,8
2016,1,9,18,30,0,0,0,9.5,8.700000000000001,172,982,0.1,8.200000000000001
2016,1,9,19,30,0,0,0,9.600000000000001,8.8,177,981,0.1,8.3
2016,1,9,20,30,0,0,0,9.5,8.200000000000001,186,980,0.1,8.3
2016,1,9,21,30,0,0,0,9,7.4,205,980,0.1,7.9
2016,1,9,22,30,0,0,0,8,6.9,220,980,0.1,6.7
2016,1,9,23,30,0,0,0,6.800000000000001,6.800000000000001,220,981,0.1,5.300000000000001
2016,1,10,0,30,0,0,0,6.2,6.6000000000000005,218,981,0.1,5
2016,1,10,1,30,0,0,0,6,6.4,221,981,0.1,4.800000000000001
2016,1,10,2,30,0,0,0,5.800000000000001,6.2,223,982,0.1,4.4
2016,1,10,3,30,0,0,0,5.5,6,222,982,0.1,4
2016,1,10,4,30,0,0,0,5.5,6,222,982,0.1,3.7
2016,1,10,5,30,0,0,0,5.5,5.7,221,982,0.1,3.6
2016,1,10,6,30,0,0,0,5.4,5,218,983,0.1,3.7
2016,1,10,7,30,0,0,0,5.300000000000001,4.2,214,983,0.1,4.1000000000000005
2016,1,10,8,30,1,0,1,5.5,4.1000000000000005,212,983,0.1,4.4
2016,1,10,9,30,23,0,23,6,4.3,213,984,0.1,4.800000000000001
2016,1,10,10,30,13,0,13,6.7,4.5,217,984,0.1,5.2
2016,1,10,11,30,157,56,142,7.2,4.7,223,984,0.1,5.1000000000000005
2016,1,10,12,30,171,74,149,7.6000000000000005,4.6000000000000005,224,983,0.1,4.800000000000001
2016,1,10,13,30,129,7,127,7.5,4.2,223,983,0.1,4.7
2016,1,10,14,30,50,2,49,7.1000000000000005,3.9000000000000004,221,983,0.1,4.800000000000001
2016,1,10,15,30,11,0,11,6,3.4000000000000004,219,984,0.1,4.5
2016,1,10,16,30,0,0,0,5.2,3.2,216,984,0.1,4.2
2016,1,10,17,30,0,0,0,5.1000000000000005,3.5,214,984,0.1,4.2
2016,1,10,18,30,0,0,0,4.9,3.6,212,985,0.1,4.1000000000000005
2016,1,10,19,30,0,0,0,4.7,3.6,209,985,0.1,3.9000000000000004
2016,1,10,20,30,0,0,0,4.4,3.5,205,985,0.1,3.8000000000000003
2016,1,10,21,30,0,0,0,4.3,3.3000000000000003,201,985,0.1,3.9000000000000004
2016,1,10,22,30,0,0,0,4.6000000000000005,3.1,194,985,0.1,4.1000000000000005
2016,1,10,23,30,0,0,0,5.1000000000000005,3.1,185,984,0.1,4.6000000000000005
2016,1,11,0,30,0,0,0,5.5,3.2,175,983,0.1,4.9
2016,1,11,1,30,0,0,0,6,3.6,166,982,0.1,5.300000000000001
2016,1,11,2,30,0,0,0,6.2,3.9000000000000004,158,981,0.1,5.5
2016,1,11,3,30,0,0,0,6.2,4.4,155,979,0.1,5.7
2016,1,11,4,30,0,0,0,6.300000000000001,4.7,158,978,0.1,5.800000000000001
2016,1,11,5,30,0,0,0,6.5,4.800000000000001,166,977,0.1,5.9
2016,1,11,6,30,0,0,0,6.7,4.4,175,977,0.1,6.1000000000000005
2016,1,11,7,30,0,0,0,6.6000000000000005,3.5,182,977,0.1,6.1000000000000005
2016,1,11,8,30,1,0,1,6.5,2.7,194,977,0.1,5.9
2016,1,11,9,30,18,0,18,6.7,2.5,221,977,0.1,6
2016,1,11,10,30,18,0,18,6.800000000000001,3.1,249,978,0.1,6
2016,1,11,11,30,55,1,55,6.7,3.7,265,978,0.1,5.5
2016,1,11,12,30,135,36,125,6.4,4.1000000000000005,272,978,0.1,4.800000000000001
2016,1,11,13,30,87,6,85,5.9,4,274,979,0.1,4.4
2016,1,11,14,30,6,0,6,5.4,3.7,276,979,0.1,4.1000000000000005
2016,1,11,15,30,9,0,9,5,3.3000000000000003,278,980,0.1,3.9000000000000004
2016,1,11,16,30,0,0,0,4.800000000000001,3.1,282,981,0.1,3.6
2016,1,11,17,30,0,0,0,4.4,2.9000000000000004,285,982,0.1,3.4000000000000004
2016,1,11,18,30,0,0,0,3.8000000000000003,2.4000000000000004,287,983,0.1,3.2
2016,1,11,19,30,0,0,0,3.3000000000000003,2.2,286,984,0.1,3
2016,1,11,20,30,0,0,0,3.3000000000000003,2.3000000000000003,284,985,0.1,2.9000000000000004
2016,1,11,21,30,0,0,0,3.6,2.6,280,985,0.1,3
2016,1,11,22,30,0,0,0,3.9000000000000004,2.9000000000000004,275,986,0.1,3.3000000000000003
2016,1,11,23,30,0,0,0,3.9000000000000004,3.2,271,987,0.1,3.4000000000000004
2016,1,12,0,30,0,0,0,4.1000000000000005,3.7,270,988,0.1,3.4000000000000004
2016,1,12,1,30,0,0,0,4.1000000000000005,4,269,989,0.1,3.4000000000000004
2016,1,12,2,30,0,0,0,4,4.5,271,989,0.1,3.3000000000000003
2016,1,12,3,30,0,0,0,3.7,4.9,272,990,0.1,3.1
2016,1,12,4,30,0,0,0,3.3000000000000003,5,269,991,0.1,2.7
2016,1,12,5,30,0,0,0,3,5,263,991,0.1,2.2
2016,1,12,6,30,0,0,0,2.9000000000000004,5.2,259,992,0.1,2.1
2016,1,12,7,30,0,0,0,2.9000000000000004,5.4,256,993,0.1,2
2016,1,12,8,30,13,39,12,3.3000000000000003,5.7,254,993,0.1,2
2016,1,12,9,30,93,340,48,4.3,6.2,254,993,0.1,2.4000000000000004
2016,1,12,10,30,50,0,50,5.4,6.6000000000000005,256,994,0.1,3
2016,1,12,11,30,8,0,8,6,7.1000000000000005,260,994,0.1,3.1
2016,1,12,12,30,9,0,9,6.2,7,265,994,0.1,3.4000000000000004
2016,1,12,13,30,8,0,8,6.2,6.6000000000000005,271,994,0.1,3.9000000000000004
2016,1,12,14,30,6,0,6,6.1000000000000005,6.2,278,995,0.1,4.3
2016,1,12,15,30,10,0,10,5.7,5.800000000000001,281,996,0.1,4.3
2016,1,12,16,30,0,0,0,5.300000000000001,5.800000000000001,278,997,0.1,4.2
2016,1,12,17,30,0,0,0,5.1000000000000005,6.1000000000000005,278,997,0.1,4
2016,1,12,18,30,0,0,0,5.1000000000000005,6.4,282,998,0.1,3.8000000000000003
2016,1,12,19,30,0,0,0,5,6.5,287,999,0.1,3.7
2016,1,12,20,30,0,0,0,4.9,6.5,292,1001,0.1,3.7
2016,1,12,21,30,0,0,0,4.800000000000001,6.300000000000001,294,1002,0.1,3.6
2016,1,12,22,30,0,0,0,4.5,6,294,1004,0.1,3.4000000000000004
2016,1,12,23,30,0,0,0,4.3,5.9,294,1005,0.1,3.2
2016,1,13,0,30,0,0,0,4,5.7,294,1006,0.1,3
2016,1,13,1,30,0,0,0,3.6,5.5,294,1007,0.1,2.7
2016,1,13,2,30,0,0,0,3.2,5.2,293,1008,0.1,2.3000000000000003
2016,1,13,3,30,0,0,0,2.8000000000000003,5,289,1009,0.1,1.9000000000000001
2016,1,13,4,30,0,0,0,2.3000000000000003,4.9,285,1010,0.1,1.5
2016,1,13,5,30,0,0,0,1.7000000000000002,4.5,282,1011,0.1,1
2016,1,13,6,30,0,0,0,1,4.1000000000000005,276,1012,0.1,0.5
2016,1,13,7,30,0,0,0,0.8,4,272,1012,0.1,0.30000000000000004
2016,1,13,8,30,3,0,3,1.2000000000000002,4,268,1013,0.1,0.30000000000000004
2016,1,13,9,30,15,0,15,2.2,3.9000000000000004,266,1014,0.1,0.8
2016,1,13,10,30,60,3,60,3.5,3.7,261,1014,0.1,1.4000000000000001
2016,1,13,11,30,108,16,104,4.800000000000001,3.7,258,1014,0.1,1.8
2016,1,13,12,30,137,29,129,5.800000000000001,3.6,253,1013,0.1,1.9000000000000001
2016,1,13,13,30,163,84,140,6.1000000000000005,3,243,1013,0.1,1.9000000000000001
2016,1,13,14,30,85,11,83,5.300000000000001,2.2,227,1012,0.1,2.5
2016,1,13,15,30,13,0,13,3.9000000000000004,2,213,1012,0.1,2.3000000000000003
2016,1,13,16,30,0,0,0,3.5,2.5,205,1011,0.1,2
2016,1,13,17,30,0,0,0,4,3.1,200,1010,0.1,2.4000000000000004
2016,1,13,18,30,0,0,0,4.3,3.6,197,1009,0.1,3
2016,1,13,19,30,0,0,0,4.6000000000000005,3.9000000000000004,194,1008,0.1,3.7
2016,1,13,20,30,0,0,0,4.800000000000001,4,192,1007,0.1,4.1000000000000005
2016,1,13,21,30,0,0,0,4.9,4,196,1006,0.1,4.3
2016,1,13,22,30,0,0,0,5.1000000000000005,4.1000000000000005,203,1005,0.1,4.5
2016,1,13,23,30,0,0,0,5.1000000000000005,4,207,1004,0.1,4.6000000000000005
2016,1,14,0,30,0,0,0,5.1000000000000005,4.1000000000000005,217,1003,0.1,4.6000000000000005
2016,1,14,1,30,0,0,0,4.9,4.5,233,1002,0.1,4.4
2016,1,14,2,30,0,0,0,4.3,5,250,1002,0.1,3.8000000000000003
2016,1,14,3,30,0,0,0,3.5,4.800000000000001,256,1002,0.1,2.8000000000000003
2016,1,14,4,30,0,0,0,2.9000000000000004,4.7,257,1001,0.1,2.2
2016,1,14,5,30,0,0,0,2.4000000000000004,4.7,259,1001,0.1,1.8
2016,1,14,6,30,0,0,0,1.9000000000000001,4.5,259,1002,0.1,1.4000000000000001
2016,1,14,7,30,0,0,0,1.6,4.4,258,1002,0.1,1
2016,1,14,8,30,3,0,3,1.6,4.6000000000000005,256,1002,0.1,0.9
2016,1,14,9,30,9,0,9,2.5,5,258,1002,0.1,1.3
